Optimisation Analysis 
============================ 

Objective: 		MaxENB
Objective: 		MinRisk
SolutionSpace: 			6912
Evaluated: 			6912
Shortlisted: 			16
Runtime(s): 			74

ID	Location Finding	File Sharing	Report Syncing	Chat Protocol	Map Access	Hardware Platform	Connectivity	Database	Architectural Pattern	Data Exchange Format	ENB	Risk	Optimal
449	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	XML	14.622863645105893	1.0	No
450	radio triangulation	In house	Explicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	Compressed XML	13.106076583398963	1.0	No
451	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	14.803104991262266	1.0	No
452	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	XML	14.617373662943175	1.0	No
453	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	12.605396194608497	1.0	No
454	GPS	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	11.54927150732231	1.0	No
455	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Push-based	Compressed XML	13.504855756255662	1.0	No
456	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	sqLite	Client-Server	Unformatted data	13.88172274781902	1.0	No
457	radio triangulation	In house	Explicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Unformatted data	13.399553543790706	1.0	No
458	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	14.618510175127504	0.9997	No
459	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Unformatted data	14.929008153466476	1.0	No
460	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Unformatted data	13.457083275376418	1.0	No
461	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	XML	13.442513937557369	1.0	No
462	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	Unformatted data	15.393458279582367	1.0	No
463	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Compressed XML	13.680092525062546	1.0	No
464	GPS	In house	Explicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Unformatted data	12.718697233494288	1.0	No
465	radio triangulation	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	Unformatted data	15.256766846715353	1.0	No
466	GPS	In house	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	XML	12.425165265291017	1.0	No
467	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Push-based	Compressed XML	14.551352199953419	1.0	No
468	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Droid	sqLite	Push-based	Compressed XML	13.352333831813667	1.0	No
469	radio triangulation	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	13.267649268963988	1.0	No
470	radio triangulation	In house	Explicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	Unformatted data	13.152346712697032	1.0	No
471	radio triangulation	In house	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	Compressed XML	14.447245644745148	1.0	No
472	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Client-Server	Compressed XML	14.573914684797197	1.0	No
473	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Compressed XML	12.440763198006845	1.0	No
474	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Push-based	XML	13.081258441338797	1.0	No
475	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Client-Server	Unformatted data	15.813702783233678	0.9861	No
476	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	XML	14.134238654327952	1.0	No
477	radio triangulation	In house	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Client-Server	XML	14.94014852257214	1.0	No
478	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Push-based	XML	15.219973108778431	1.0	No
479	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Unformatted data	14.303287504476595	1.0	No
480	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	XML	13.702128857641272	1.0	No
481	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	XML	13.923094330602913	1.0	No
482	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.399876383776611	1.0	No
483	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	13.754777428089085	1.0	No
484	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	Unformatted data	13.030063420336612	1.0	No
485	radio triangulation	In house	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Push-based	XML	14.181607915296432	0.5964	No
486	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Unformatted data	13.491043465973632	1.0	No
487	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	MySQL	Push-based	XML	14.053886961909756	1.0	No
488	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	Unformatted data	14.32403825630454	1.0	No
489	GPS	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	13.00940075285398	1.0	No
490	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Client-Server	Unformatted data	13.828538009562113	1.0	No
491	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	12.955333499442858	1.0	No
492	GPS	In house	Explicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Compressed XML	13.398100188571853	1.0	No
493	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Push-based	XML	13.49978407262643	1.0	No
494	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Wifi	sqLite	Peer-to-peer	Compressed XML	13.775440095571723	1.0	No
495	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	15.094048166882462	1.0	No
496	radio triangulation	In house	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	XML	14.141673933346572	1.0	No
497	GPS	In house	Explicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Client-Server	XML	13.484492542620327	1.0	No
498	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Bluetooth	sqLite	Push-based	XML	14.927382290514123	1.0	No
499	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Push-based	XML	14.695210684358772	1.0	No
500	GPS	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	XML	12.298771697595136	1.0	No
501	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	Unformatted data	14.056080673382972	1.0	No
502	radio triangulation	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Client-Server	Unformatted data	13.768225711258491	1.0	No
503	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	XML	14.647841423390162	1.0	No
504	radio triangulation	OpenIntent	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.527597337163211	1.0	No
505	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Push-based	Compressed XML	15.141417427850815	0.964	No
506	GPS	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Compressed XML	13.379431527980632	0.9998	No
507	GPS	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	Bluetooth	sqLite	Client-Server	Unformatted data	12.18634198259987	1.0	No
508	GPS	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Push-based	Compressed XML	13.940687111457908	1.0	No
509	GPS	In house	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	XML	12.466843253751625	1.0	No
510	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	XML	15.591138695698557	1.0	No
511	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	MySQL	Client-Server	Unformatted data	14.639485386149353	1.0	No
512	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	sqLite	Push-based	Compressed XML	14.694069031431159	1.0	No
513	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	Unformatted data	14.141714818911609	1.0	No
514	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Push-based	XML	13.242939585322672	1.0	No
515	radio triangulation	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Unformatted data	14.429711795947433	0.9997	No
516	radio triangulation	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	12.613232867729455	1.0	No
517	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	XML	13.41414992709777	1.0	No
518	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Push-based	Unformatted data	14.057871446701293	0.9999	No
519	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	14.68917002272828	1.0	No
520	GPS	In house	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Unformatted data	13.05244167799111	1.0	No
521	GPS	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Compressed XML	14.005152176970439	1.0	No
522	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Push-based	Unformatted data	13.11569756586523	1.0	No
523	GPS	In house	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	13.899371030576381	1.0	No
524	GPS	In house	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	XML	13.234117793738953	1.0	No
525	GPS	In house	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Unformatted data	14.466300794224605	0.9963	No
526	GPS	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Unformatted data	11.635074224467967	1.0	No
527	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	XML	14.640797187615163	1.0	No
528	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Push-based	XML	13.326782957532878	1.0	No
529	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	Compressed XML	14.63485889456367	0.9999	No
530	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	14.027091983962908	0.8554	No
531	radio triangulation	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Wifi	sqLite	Push-based	XML	13.461519188066278	1.0	No
532	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	XML	14.701109485918892	1.0	No
533	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Client-Server	XML	13.64617368660422	1.0	No
534	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	sqLite	Push-based	Compressed XML	14.342268076299328	1.0	No
535	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	MySQL	Push-based	XML	14.114199260213605	1.0	No
536	GPS	In house	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Compressed XML	13.601918075688978	0.9972	No
537	radio triangulation	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Unformatted data	12.795597190687413	1.0	No
538	GPS	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Unformatted data	12.649207576709564	1.0	No
539	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Push-based	Compressed XML	13.719721638496438	1.0	No
540	GPS	In house	Explicit	In house	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Push-based	Compressed XML	13.04096764497134	1.0	No
541	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Compressed XML	15.235400769486189	1.0	No
542	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	Compressed XML	15.512583014771028	0.5959	No
543	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	15.168501057740313	1.0	No
544	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	12.783240033650623	1.0	No
545	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	Unformatted data	12.833862075247522	1.0	No
546	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	13.397042999141716	1.0	No
547	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	XML	14.775562376776756	1.0	No
548	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	14.569285742462665	1.0	No
549	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Unformatted data	13.666856865578378	1.0	No
550	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	14.653527555154886	1.0	No
551	GPS	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Compressed XML	13.118258704845532	1.0	No
552	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	XML	13.880702369985157	0.9862	No
553	GPS	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	sqLite	Push-based	XML	13.465823882029193	0.9999	No
554	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Push-based	Unformatted data	13.682148395584376	1.0	No
555	GPS	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	11.682492859710454	1.0	No
556	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	sqLite	Push-based	Unformatted data	14.38853820559747	1.0	No
557	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	14.50642301897498	0.9982	No
558	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Push-based	Compressed XML	15.215870318708776	0.6707	No
559	radio triangulation	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	Wifi	sqLite	Client-Server	XML	15.246773019585461	1.0	No
560	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	13.574886838183872	1.0	No
561	radio triangulation	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	XML	13.829110988967427	1.0	No
562	radio triangulation	In house	Implicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Push-based	Compressed XML	14.363402272534977	0.9999	No
563	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	XML	13.77658174849925	1.0	No
564	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.934678701006204	1.0	No
565	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Push-based	Unformatted data	14.57494429624253	1.0	No
566	GPS	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Push-based	Compressed XML	14.574546596259987	0.9906	No
567	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	14.039112367567723	1.0	No
568	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	14.238787555183555	1.0	No
569	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	12.013159618606656	1.0	No
570	GPS	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	Unformatted data	14.620816725558045	0.9863	No
571	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	XML	15.306050424452444	0.8742	No
572	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Unformatted data	14.362303140864551	1.0	No
573	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	Unformatted data	15.728452082112737	0.8291	No
574	radio triangulation	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	14.818738788496287	0.7523	No
575	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	12.944812719215658	1.0	No
576	GPS	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	Compressed XML	13.043805813987555	1.0	No
577	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	14.878723529969031	1.0	No
578	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Compressed XML	13.620586736280178	1.0	No
579	radio triangulation	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	Unformatted data	12.008303856132482	1.0	No
580	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Compressed XML	15.759301403719762	1.0	No
581	radio triangulation	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Push-based	Unformatted data	13.397060124338218	1.0	No
582	radio triangulation	OpenIntent	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Unformatted data	14.490024094251147	1.0	No
583	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	Unformatted data	12.238116840448749	1.0	No
584	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	XML	13.781741727998986	1.0	No
585	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	XML	14.799491891165356	0.9999	No
586	GPS	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	12.122507280729051	1.0	No
587	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Compressed XML	13.866111252474314	1.0	No
588	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	13.349690863369716	1.0	No
589	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	Compressed XML	15.4265056990969	1.0	No
590	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	XML	14.573388532532356	1.0	No
591	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	Unformatted data	11.960934595164002	1.0	No
592	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	15.572895313074783	0.8432	No
593	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	MySQL	Client-Server	Compressed XML	14.593215256851135	1.0	No
594	GPS	OpenIntent	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Unformatted data	14.114499839092822	0.9992	No
595	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Compressed XML	13.858130651529947	1.0	No
596	GPS	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	Compressed XML	12.492538055855626	1.0	No
597	radio triangulation	In house	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Compressed XML	13.318487318214187	1.0	No
598	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	MySQL	Client-Server	XML	14.991923380420884	0.9999	No
599	radio triangulation	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	Unformatted data	12.169876541697532	1.0	No
600	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Push-based	Compressed XML	13.861074241100305	1.0	No
601	radio triangulation	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	MySQL	Client-Server	XML	14.200276575887642	0.9999	No
602	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Compressed XML	14.657758057007385	1.0	No
603	radio triangulation	In house	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Push-based	Unformatted data	14.409672401833024	1.0	No
604	GPS	In house	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Push-based	XML	14.00211210406101	1.0	No
605	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Compressed XML	12.811634207832213	1.0	No
606	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Push-based	Compressed XML	14.73233391599124	1.0	No
607	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Unformatted data	13.638064991414128	1.0	No
608	GPS	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Compressed XML	14.316033011566423	1.0	No
609	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Compressed XML	15.234538979300098	1.0	No
610	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	13.736459523748923	1.0	No
611	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Push-based	XML	12.70813726809304	1.0	No
612	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	14.561449069341677	1.0	No
613	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	Unformatted data	12.208141426257622	1.0	No
614	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Client-Server	XML	15.238641769369686	1.0	No
