Optimisation Analysis 
============================ 

Objective: 		MaxENB
Objective: 		MinRisk
SolutionSpace: 			6912
Evaluated: 			6912
Shortlisted: 			16
Runtime(s): 			74

ID	Location Finding	File Sharing	Report Syncing	Chat Protocol	Map Access	Hardware Platform	Connectivity	Database	Architectural Pattern	Data Exchange Format	ENB	Risk	Optimal
2801	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	XML	15.372666642189497	1.0	No
2802	GPS	In house	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Droid	MySQL	Push-based	Compressed XML	12.890440568668478	1.0	No
2803	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	sqLite	Client-Server	Compressed XML	13.9058910151796	1.0	No
2804	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Push-based	Unformatted data	13.93565819219372	1.0	No
2805	GPS	In house	Explicit	In house	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Push-based	XML	12.823426956772238	1.0	No
2806	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	XML	11.98760874432589	1.0	No
2807	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.606736530926081	1.0	No
2808	radio triangulation	In house	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Unformatted data	12.874403551523686	1.0	No
2809	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Unformatted data	13.31006174993595	1.0	No
2810	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	Unformatted data	12.968300942258827	1.0	No
2811	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	Unformatted data	13.590304627764606	1.0	No
2812	GPS	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Client-Server	XML	13.76253657809134	1.0	No
2813	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Compressed XML	13.655931673138477	1.0	No
2814	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Client-Server	Unformatted data	13.570706524995543	1.0	No
2815	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Compressed XML	14.474379463298876	1.0	No
2816	GPS	In house	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	Unformatted data	13.462583674377957	1.0	No
2817	GPS	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	XML	12.724674738318177	1.0	No
2818	radio triangulation	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Compressed XML	13.220208776354976	1.0	No
2819	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	Unformatted data	15.522395455394948	0.6361	No
2820	radio triangulation	In house	Implicit	In house	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Push-based	XML	13.130852429170076	1.0	No
2821	GPS	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Unformatted data	12.05473824674012	1.0	No
2822	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	sqLite	Push-based	XML	14.257948740488427	1.0	No
2823	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Compressed XML	14.21347029313163	1.0	No
2824	GPS	In house	Implicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Push-based	XML	12.52561171528179	1.0	No
2825	GPS	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Unformatted data	11.776523352658183	1.0	No
2826	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Wifi	sqLite	Client-Server	Unformatted data	13.489260030456254	1.0	No
2827	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	13.40395914067112	1.0	No
2828	GPS	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Unformatted data	14.11369631866118	1.0	No
2829	GPS	OpenIntent	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	XML	13.524713763864058	1.0	No
2830	radio triangulation	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	Unformatted data	14.93336162344478	1.0	No
2831	GPS	In house	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	12.68019629096145	1.0	No
2832	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	XML	13.916477958532429	1.0	No
2833	radio triangulation	In house	Implicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.03094474032033	1.0	No
2834	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	XML	14.732661472822132	1.0	No
2835	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	Compressed XML	13.305964342188291	1.0	No
2836	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.911255176334333	1.0	No
2837	radio triangulation	In house	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	XML	14.044198911919047	1.0	No
2838	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Push-based	Compressed XML	13.371634403867601	1.0	No
2839	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	Compressed XML	14.754770187776417	1.0	No
2840	radio triangulation	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	XML	12.672001329259654	1.0	No
2841	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	Compressed XML	13.15957472821047	1.0	No
2842	radio triangulation	In house	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	Compressed XML	15.005799197791852	0.9259	No
2843	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Compressed XML	15.039467356341449	1.0	No
2844	GPS	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Client-Server	Unformatted data	15.075825684688446	0.997	No
2845	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Compressed XML	15.441457396203992	1.0	No
2846	radio triangulation	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	XML	14.363047729238925	1.0	No
2847	radio triangulation	In house	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	XML	13.927389530826776	1.0	No
2848	GPS	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	sqLite	Push-based	Compressed XML	14.599621506939924	0.9997	No
2849	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	Compressed XML	14.076305341517035	1.0	No
2850	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	sqLite	Client-Server	XML	15.710661130869793	1.0	No
2851	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Unformatted data	15.341683421733583	1.0	No
2852	GPS	In house	Explicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	13.10772422604312	1.0	No
2853	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	Unformatted data	12.166991221881753	1.0	No
2854	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	XML	13.566510627582247	1.0	No
2855	radio triangulation	In house	Implicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Unformatted data	13.158700820794573	1.0	No
2856	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Unformatted data	14.739627803015646	0.1588	No
2857	GPS	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	14.186133893008227	1.0	No
2858	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Compressed XML	15.058136016932787	1.0	No
2859	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Push-based	XML	15.691992470278544	0.9975	No
2860	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Push-based	Unformatted data	14.66960973800481	0.9997	No
2861	radio triangulation	In house	Explicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Push-based	Unformatted data	13.289755716074525	1.0	No
2862	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Client-Server	XML	13.954793031756735	1.0	No
2863	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Push-based	XML	14.339395235027657	1.0	No
2864	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	XML	13.552311765273597	1.0	No
2865	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Compressed XML	14.095777522539981	1.0	No
2866	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	Wifi	sqLite	Client-Server	Compressed XML	15.588923839962971	1.0	No
2867	GPS	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	XML	13.259085155184406	1.0	No
2868	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	13.728212283057626	0.9994	No
2869	radio triangulation	In house	Explicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Client-Server	Compressed XML	13.977386446954156	1.0	No
2870	radio triangulation	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	12.871064352296067	1.0	No
2871	GPS	In house	Explicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	XML	12.819239305782979	1.0	No
2872	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	XML	14.751330133413296	1.0	No
2873	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Compressed XML	14.282123009633377	0.9066	No
2874	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	XML	14.964344843900708	1.0	No
2875	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	XML	11.762316243925456	1.0	No
2876	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	XML	14.051414059844692	0.992	No
2877	GPS	In house	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Push-based	Unformatted data	14.229763888603252	0.9982	No
2878	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	Unformatted data	14.195656133868546	1.0	No
2879	GPS	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	Wifi	sqLite	Client-Server	Unformatted data	14.688278398596148	1.0	No
2880	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Push-based	XML	13.429345675967678	1.0	No
2881	GPS	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Push-based	Unformatted data	13.424316911017737	1.0	No
2882	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	12.347703255543143	1.0	No
2883	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	11.865871453419091	1.0	No
2884	radio triangulation	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	13.044286918331585	1.0	No
2885	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	Compressed XML	14.91544282732346	1.0	No
2886	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	13.709489966504703	1.0	No
2887	radio triangulation	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	Unformatted data	13.532391451771225	1.0	No
2888	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Bluetooth	sqLite	Client-Server	XML	12.907711620327785	1.0	No
2889	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	XML	13.405922151295707	1.0	No
2890	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	13.725413914486763	1.0	No
2891	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	XML	14.750595015331363	0.9968	No
2892	radio triangulation	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	13.57158231121161	1.0	No
2893	radio triangulation	In house	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	15.02446785838312	1.0	No
2894	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Push-based	XML	15.088369372918626	1.0	No
2895	GPS	In house	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	XML	13.646632441276928	1.0	No
2896	GPS	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	14.082302566625769	1.0	No
2897	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Wifi	sqLite	Push-based	Unformatted data	13.342870416478451	1.0	No
2898	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	XML	15.10703803350989	1.0	No
2899	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Push-based	Compressed XML	15.570255179371792	0.9978	No
2900	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	Compressed XML	14.417232296355607	1.0	No
2901	GPS	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	Bluetooth	sqLite	Push-based	Unformatted data	11.731333023469576	1.0	No
2902	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	XML	15.578723268907302	1.0	No
2903	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Unformatted data	13.778137512209467	1.0	No
2904	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Compressed XML	14.420030664926456	0.9974	No
2905	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	XML	13.160332936730416	1.0	No
2906	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	14.197803673822497	0.8575	No
2907	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.072921210959388	1.0	No
2908	GPS	In house	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	13.192610774945555	1.0	No
2909	GPS	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Wifi	sqLite	Push-based	Compressed XML	12.453178624798124	1.0	No
2910	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	14.571391594067816	1.0	No
2911	radio triangulation	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	14.371026239857866	0.9965	No
2912	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Push-based	Unformatted data	13.930659436651627	1.0	No
2913	GPS	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Compressed XML	14.618290167531237	1.0	No
2914	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	XML	12.350546555443987	1.0	No
2915	radio triangulation	In house	Explicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Client-Server	Compressed XML	14.026764427132003	0.9999	No
2916	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Compressed XML	14.475596977922011	1.0	No
2917	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	Compressed XML	14.266655031388439	1.0	No
2918	radio triangulation	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	11.907857406141598	1.0	No
2919	GPS	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Compressed XML	13.093291343400077	1.0	No
2920	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	XML	13.23875193433338	1.0	No
2921	GPS	In house	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	sqLite	Client-Server	Unformatted data	14.248432549194598	1.0	No
2922	radio triangulation	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	XML	15.42826367896003	0.5464	No
2923	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	14.010609734967316	1.0	No
2924	radio triangulation	OpenIntent	Explicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	XML	13.575735289945497	1.0	No
2925	radio triangulation	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	XML	15.190440864732818	1.0	No
2926	radio triangulation	In house	Implicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Client-Server	Unformatted data	14.867078238634354	1.0	No
2927	radio triangulation	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	XML	12.083771017741089	1.0	No
2928	GPS	In house	Explicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	XML	13.088252045020193	1.0	No
2929	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Unformatted data	13.702672489941676	0.892	No
2930	radio triangulation	In house	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Compressed XML	12.419337309458525	1.0	No
2931	radio triangulation	OpenIntent	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	14.138330688353944	1.0	No
2932	radio triangulation	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.447367065049914	1.0	No
2933	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Push-based	XML	13.287315068056595	1.0	No
2934	radio triangulation	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	Unformatted data	13.057782145232325	1.0	No
2935	GPS	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	XML	11.294240481651839	1.0	No
2936	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	XML	14.126010878525785	0.9726	No
2937	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	XML	14.466134312932816	1.0	No
2938	GPS	In house	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Compressed XML	14.135733395655636	0.9951	No
2939	radio triangulation	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Unformatted data	14.952833804467627	1.0	No
2940	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Droid (Motorola)	Wifi	sqLite	Push-based	Unformatted data	12.982476213477039	1.0	No
2941	radio triangulation	In house	Explicit	In house	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	sqLite	Push-based	Compressed XML	13.95871778636284	0.9997	No
2942	GPS	In house	Implicit	In house	Cache on server	Nexus I (HTC)	Wifi	MySQL	Push-based	Compressed XML	13.880374813154182	1.0	No
2943	radio triangulation	OpenIntent	Explicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	Unformatted data	13.872702079674296	1.0	No
2944	radio triangulation	In house	Explicit	XMPP (Open Fire)	Cache on server	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	Unformatted data	14.07704905062948	1.0	No
2945	GPS	In house	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Push-based	Compressed XML	13.830996832976236	1.0	No
2946	radio triangulation	OpenIntent	Explicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Push-based	XML	14.447465652341561	0.9775	No
2947	GPS	OpenIntent	Implicit	XMPP (Open Fire)	On Demand (Google)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	13.244652272541396	1.0	No
2948	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	Unformatted data	14.934165143876438	0.797	No
2949	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	3G on Droid	MySQL	Push-based	XML	12.93734773710647	1.0	No
2950	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	XML	13.722973266468816	1.0	No
2951	GPS	OpenIntent	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Push-based	Unformatted data	15.13349784928913	1.0	No
2952	radio triangulation	In house	Implicit	In house	Cache on server	Nexus I (HTC)	Wifi	sqLite	Peer-to-peer	Unformatted data	13.86015014502015	1.0	No
2953	radio triangulation	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Client-Server	XML	15.90017804272288	0.9978	No
2954	radio triangulation	OpenIntent	Implicit	In house	On Demand (Google)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	XML	14.390060127487855	1.0	No
2955	GPS	In house	Explicit	XMPP (Open Fire)	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Unformatted data	13.134824981129013	1.0	No
2956	GPS	In house	Explicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Unformatted data	12.51862635802446	1.0	No
2957	GPS	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Wifi	MySQL	Push-based	Unformatted data	11.780711003647404	1.0	No
2958	GPS	In house	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.190314206196545	1.0	No
2959	GPS	In house	Implicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	XML	14.4860396094596	1.0	No
2960	radio triangulation	In house	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	11.931280930813632	1.0	No
2961	GPS	In house	Explicit	In house	Cache on server	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	12.500225179985206	1.0	No
2962	radio triangulation	In house	Implicit	XMPP (Open Fire)	On Demand (Google)	Droid (Motorola)	3G on Droid	sqLite	Push-based	Unformatted data	13.33829166280819	1.0	No
2963	GPS	OpenIntent	Explicit	XMPP (Open Fire)	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Unformatted data	14.882320992624841	0.9968	No
2964	GPS	OpenIntent	Implicit	In house	Cache on server	Nexus I (HTC)	Bluetooth	MySQL	Push-based	Compressed XML	14.40406403476586	1.0	No
2965	radio triangulation	OpenIntent	Explicit	In house	On Demand (Google)	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	XML	12.519429216153323	1.0	No
2966	GPS	In house	Implicit	In house	Cache on server	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	14.070082720435874	1.0	No
