Optimisation Analysis, ,,,,,,,,,,,,
Objective ,MaxENB,,,,,,,,,,,,
Objective ,MinRisk,,,,,,,,,,,,
SolutionSpace ,6912,,,,,,,,,,,,
Minimal SolutionSet ,6912,,,,,,,,,,,,
Shortlisted ,15,,,,,,,,,,,,
Nbr. Variables ,117,,,,,,,,,,,,
Nbr. Parameters ,137,,,,,,,,,,,,
Nbr. Decisions ,10,,,,,,,,,,,,
Runtime(s) ,111,,,,,,,,,,,,
,,,,,,,,,,,,,
ID,Location Finding,File Sharing,Report Syncing,Chat Protocol,Map Access,Hardware Platform,Connectivity,Database,Architectural Pattern,Data Exchange Format,ENB,Risk,Optimal
2972,GPS,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,MySQL,Client-Server,Unformatted data,12.31343566,1,No
2973,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,14.66446067,1,No
2974,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,XML,12.91810475,1,No
2975,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.59618935,1,No
2976,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,13.639708,1,No
2977,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,14.81746708,0.9366,No
2978,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,14.38432344,0.9712,No
2979,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,14.82052772,1,No
2980,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,XML,12.19345418,1,No
2981,GPS,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,13.83498569,1,No
2982,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,XML,14.49753171,1,No
2983,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,12.37826295,1,No
2984,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,12.81446723,1,No
2985,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,14.14978491,1,No
2986,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Unformatted data,12.21272748,1,No
2987,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,Unformatted data,14.08864927,1,No
2988,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Client-Server,Compressed XML,14.33972095,1,No
2989,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,13.6279917,0.9995,No
2990,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,15.60185206,1,No
2991,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Compressed XML,14.46600669,0.9916,No
2992,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,13.72340057,1,No
2993,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.50022019,0.9999,No
2994,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,14.26025222,1,No
2995,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,12.80769814,1,No
2996,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Compressed XML,13.66857545,1,No
2997,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Client-Server,Unformatted data,14.02187088,1,No
2998,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.37393445,1,No
2999,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,14.14455992,1,No
3000,GPS,In house,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,11.36545094,1,No
3001,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,14.61910902,1,No
3002,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Wifi,sqLite,Client-Server,Unformatted data,15.15918797,1,No
3003,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,Compressed XML,14.7474614,1,No
3004,GPS,OpenIntent,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,14.3234986,1,No
3005,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Compressed XML,14.31431776,0.9999,No
3006,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Compressed XML,13.00110548,1,No
3007,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,15.19012549,0.7124,No
3008,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Push-based,Compressed XML,13.72017328,1,No
3009,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Bluetooth,MySQL,Client-Server,Unformatted data,13.22443964,1,No
3010,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Unformatted data,14.11850855,1,No
3011,GPS,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Unformatted data,13.55134295,1,No
3012,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,13.02616546,1,No
3013,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.77079795,1,No
3014,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,12.95938707,1,No
3015,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Push-based,XML,13.9965953,1,No
3016,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,11.60587015,1,No
3017,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,13.50079329,1,No
3018,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,XML,13.07698434,0.9996,No
3019,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,13.01015872,1,No
3020,GPS,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,14.09837027,1,No
3021,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Compressed XML,14.01584745,1,No
3022,radio triangulation,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Peer-to-peer,XML,12.33632474,1,No
3023,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,14.4951251,1,No
3024,GPS,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Push-based,Compressed XML,13.51688652,1,No
3025,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,13.80661194,1,No
3026,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Push-based,Compressed XML,14.53278508,0.9906,No
3027,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Compressed XML,12.60185755,1,No
3028,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,14.15283576,1,No
3029,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,12.98402043,1,No
3030,GPS,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,12.59602882,1,No
3031,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,XML,14.6641274,0.5893,No
3032,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.63440455,1,No
3033,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Unformatted data,14.37753037,1,No
3034,GPS,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,12.33289844,1,No
3035,GPS,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,MySQL,Client-Server,Unformatted data,13.75680248,1,No
3036,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,13.1736627,1,No
3037,radio triangulation,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.88378015,1,No
3038,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,XML,14.53784166,1,No
3039,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,14.40972663,1,No
3040,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,14.05892082,0.9386,No
3041,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Compressed XML,15.06324483,1,No
3042,radio triangulation,In house,Implicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,13.42648801,1,No
3043,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),Bluetooth,MySQL,Push-based,XML,14.52895814,1,No
3044,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,12.91398203,1,No
3045,GPS,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,13.44936196,1,No
3046,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,XML,15.64384071,0.7636,No
3047,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,XML,14.65524388,0.986,No
3048,GPS,In house,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,11.42787719,1,No
3049,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Client-Server,XML,14.19359946,1,No
3050,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,13.69547607,1,No
3051,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,13.3662521,1,No
3052,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,XML,14.54136762,1,No
3053,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,MySQL,Client-Server,Compressed XML,13.75686632,1,No
3054,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Compressed XML,15.0235298,1,No
3055,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,12.81994605,1,No
3056,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Wifi,MySQL,Peer-to-peer,Unformatted data,13.6755112,1,No
3057,GPS,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Client-Server,XML,13.82000151,1,No
3058,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,12.86501688,1,No
3059,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,13.92874213,1,No
3060,GPS,In house,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Client-Server,Unformatted data,12.38909757,1,No
3061,GPS,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,13.489077,1,No
3062,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,15.66327673,1,No
3063,GPS,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,13.79253493,1,No
3064,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,14.58732551,1,No
3065,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,XML,14.41326282,1,No
3066,radio triangulation,In house,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Push-based,Compressed XML,12.44677471,1,No
3067,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,12.88297899,1,No
3068,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,14.05332096,1,No
3069,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,13.51794103,1,No
3070,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Unformatted data,13.65576104,1,No
3071,radio triangulation,In house,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Unformatted data,13.21955676,1,No
3072,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,14.32984126,0.9962,No
3073,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,XML,13.06207757,1,No
3074,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,XML,13.59745751,1,No
3075,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,Compressed XML,14.23484903,1,No
3076,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Unformatted data,12.3992794,1,No
3077,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,sqLite,Push-based,Unformatted data,12.10813643,1,No
3078,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Compressed XML,15.25085698,0.9551,No
3079,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,15.17482996,1,No
3080,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,14.02952508,1,No
3081,GPS,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,14.10516333,0.9996,No
3082,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Client-Server,XML,16.03183232,1,No
3083,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.21060975,0.5151,No
3084,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,14.68064707,1,No
3085,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,14.60900136,0.6604,No
3086,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Push-based,Compressed XML,14.66691661,0.9754,No
3087,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,14.74598968,0.9996,No
3088,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,15.00763109,0.9999,No
3089,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,13.63717254,1,No
3090,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Unformatted data,13.01898011,1,No
3091,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,XML,13.21337774,0.9981,No
3092,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,13.22615196,1,No
3093,GPS,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,12.13823299,1,No
3094,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,XML,13.57039416,1,No
3095,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,14.95292094,1,No
3096,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,14.99723107,1,No
3097,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,13.62869769,1,No
3098,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Unformatted data,15.31445065,0.444,No
3099,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,13.79113576,1,No
3100,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Compressed XML,13.53346832,1,No
3101,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,12.7009425,1,No
3102,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,13.91633265,1,No
3103,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.89618963,1,No
3104,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,14.13056652,1,No
3105,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Compressed XML,14.16766742,1,No
3106,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,14.94864276,1,No
3107,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,14.14595778,1,No
3108,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,MySQL,Push-based,Compressed XML,12.68866564,1,No
3109,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Client-Server,Unformatted data,15.03303427,1,No
3110,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Compressed XML,14.50487054,1,No
3111,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,12.48191446,1,No
3112,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,13.55386425,1,No
3113,GPS,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,Compressed XML,13.69754271,1,No
3114,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,14.35524444,1,No
3115,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,Unformatted data,12.48173438,1,No
3116,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Client-Server,Compressed XML,13.16484661,1,No
3117,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,Unformatted data,15.73824546,1,No
3118,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Unformatted data,12.85490572,1,No
3119,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,14.07029587,1,No
3120,radio triangulation,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),Wifi,sqLite,Push-based,Compressed XML,15.09071141,1,No
3121,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Client-Server,Compressed XML,16.06434126,0.9955,No
3122,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,13.49253784,0.8902,No
3123,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.02791778,0.9998,No
3124,GPS,OpenIntent,Implicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,13.80245638,1,No
3125,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Peer-to-peer,XML,15.36197309,1,No
3126,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,sqLite,Peer-to-peer,XML,12.46247843,1,No
3127,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,13.64076593,1,No
3128,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,XML,13.91263833,1,No
3129,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,MySQL,Push-based,Unformatted data,13.68230426,0.9999,No
3130,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Compressed XML,14.39639168,0.9997,No
3131,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,XML,13.16125322,1,No
3132,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,14.48271562,1,No
3133,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Unformatted data,13.62952616,0.9998,No
3134,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Push-based,Compressed XML,13.01315768,1,No
3135,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Push-based,Compressed XML,13.81447962,1,No
3136,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Push-based,Unformatted data,14.26980871,0.9969,No
3137,GPS,In house,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,12.45535724,1,No
3138,radio triangulation,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Compressed XML,13.416088,1,No
3139,GPS,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,XML,13.07446303,1,No
3140,GPS,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,13.3386053,1,No
3141,GPS,In house,Implicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Compressed XML,12.59908947,1,No
3142,GPS,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Compressed XML,12.25723653,1,No
3143,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.084324,1,No
3144,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,Compressed XML,15.98867936,0.9995,No
