Optimisation Analysis, ,,,,,,,,,,,,
Objective ,MaxENB,,,,,,,,,,,,
Objective ,MinRisk,,,,,,,,,,,,
SolutionSpace ,6912,,,,,,,,,,,,
Minimal SolutionSet ,6912,,,,,,,,,,,,
Shortlisted ,15,,,,,,,,,,,,
Nbr. Variables ,117,,,,,,,,,,,,
Nbr. Parameters ,137,,,,,,,,,,,,
Nbr. Decisions ,10,,,,,,,,,,,,
Runtime(s) ,111,,,,,,,,,,,,
,,,,,,,,,,,,,
ID,Location Finding,File Sharing,Report Syncing,Chat Protocol,Map Access,Hardware Platform,Connectivity,Database,Architectural Pattern,Data Exchange Format,ENB,Risk,Optimal
1133,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,13.27401703,1,No
1134,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,12.90056614,1,No
1135,GPS,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,14.34877419,0.9996,No
1136,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Client-Server,XML,13.95288434,1,No
1137,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,14.45212011,1,No
1138,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Wifi,sqLite,Push-based,Compressed XML,13.80472742,1,No
1139,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,XML,14.74096544,0.9211,No
1140,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,13.19796105,1,No
1141,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,14.30446405,1,No
1142,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Compressed XML,12.52829833,1,No
1143,GPS,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Unformatted data,13.37693958,1,No
1144,radio triangulation,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,XML,14.76636862,1,No
1145,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.78153893,0.6745,No
1146,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,12.89185414,1,No
1147,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,XML,14.57339091,1,No
1148,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Compressed XML,15.30043437,0.4618,No
1149,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,12.26948178,1,No
1150,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,13.5521325,1,No
1151,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Compressed XML,14.28708948,1,No
1152,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,12.44899249,1,No
1153,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,XML,13.73807466,1,No
1154,radio triangulation,In house,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,12.58316811,1,No
1155,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,XML,13.32462467,1,No
1156,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,13.54258206,1,No
1157,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,12.6488382,1,No
1158,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,13.02903975,1,No
1159,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Compressed XML,13.22093751,1,No
1160,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Compressed XML,13.79601542,1,No
1161,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,12.50386227,1,No
1162,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Push-based,XML,14.98285637,0.6417,No
1163,radio triangulation,In house,Implicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Client-Server,Unformatted data,13.72349153,1,No
1164,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Unformatted data,12.75643301,1,No
1165,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,15.25977817,1,No
1166,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,12.57134217,1,No
1167,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Client-Server,Unformatted data,14.87178656,0.9693,No
1168,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,12.4367829,1,No
1169,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,12.43372225,1,No
1170,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,13.54111612,1,No
1171,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Unformatted data,13.86801364,1,No
1172,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,XML,13.51922628,1,No
1173,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,13.20958638,1,No
1174,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,14.68609566,1,No
1175,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Client-Server,Unformatted data,13.59174927,1,No
1176,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Client-Server,Unformatted data,13.52862851,1,No
1177,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,14.66677214,1,No
1178,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.56243892,1,No
1179,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,12.92479631,1,No
1180,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,XML,14.42671692,1,No
1181,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Client-Server,XML,14.15626206,1,No
1182,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,XML,15.45015382,0.9927,No
1183,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,13.45456365,1,No
1184,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,XML,14.13085887,0.9073,No
1185,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,14.80694212,1,No
1186,GPS,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,13.77893037,1,No
1187,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Client-Server,XML,13.46181028,1,No
1188,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Compressed XML,14.43159657,1,No
1189,GPS,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,13.30346033,1,No
1190,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Unformatted data,13.28889222,1,No
1191,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Push-based,Unformatted data,13.56634608,1,No
1192,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Push-based,Compressed XML,14.51508321,1,No
1193,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,XML,14.30078417,1,No
1194,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Unformatted data,14.54863016,1,No
1195,GPS,In house,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,12.09209405,1,No
1196,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Unformatted data,14.91341848,1,No
1197,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,14.75362022,1,No
1198,GPS,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.16606773,1,No
1199,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Compressed XML,13.39676748,1,No
1200,GPS,In house,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,XML,12.28281967,1,No
1201,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,13.66824865,1,No
1202,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,15.61582525,0.7558,No
1203,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,XML,14.92798659,1,No
1204,GPS,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,XML,12.77310738,1,No
1205,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,13.98211515,1,No
1206,GPS,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,13.96857264,1,No
1207,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Client-Server,Unformatted data,14.81678082,1,No
1208,GPS,OpenIntent,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.13351524,1,No
1209,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,13.49417209,1,No
1210,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Compressed XML,13.61550988,0.9998,No
1211,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,15.10844224,0.8292,No
1212,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,14.22652143,1,No
1213,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,XML,13.46913176,1,No
1214,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,13.46840293,1,No
1215,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.25980098,1,No
1216,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,13.81566517,1,No
1217,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Push-based,Compressed XML,15.14779897,1,No
1218,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,14.18838502,1,No
1219,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Push-based,Unformatted data,14.85892585,0.4285,No
1220,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,XML,13.96020582,0.9999,No
1221,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,13.89271085,1,No
1222,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,Compressed XML,13.73309197,1,No
1223,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,13.00309803,1,No
1224,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,13.8235967,0.9773,No
1225,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,12.34271369,1,No
1226,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.80405607,1,No
1227,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,15.46429435,0.9137,No
1228,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,13.69731096,1,No
1229,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.30673923,1,No
1230,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,14.41423509,1,No
1231,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Push-based,Compressed XML,13.52327271,1,No
1232,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,12.72307038,1,No
1233,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Peer-to-peer,XML,14.0759891,1,No
1234,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,12.9870048,1,No
1235,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Compressed XML,14.76984257,1,No
1236,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,13.43640709,1,No
1237,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,XML,14.37166327,1,No
1238,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,12.49593074,1,No
1239,radio triangulation,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Client-Server,XML,13.59355255,1,No
1240,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Peer-to-peer,Unformatted data,13.57034693,1,No
1241,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Unformatted data,14.14088972,1,No
1242,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Push-based,XML,13.29793188,1,No
1243,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,13.6252167,1,No
1244,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,15.00551968,0.5903,No
1245,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Compressed XML,12.29577544,1,No
1246,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,14.69247094,1,No
1247,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,13.74424921,1,No
1248,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.24183888,0.9971,No
1249,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.70984551,0.9946,No
1250,GPS,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,12.96348959,1,No
1251,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,13.84899989,1,No
1252,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,13.79453439,1,No
1253,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,13.95947699,1,No
1254,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,12.55080052,1,No
1255,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Client-Server,XML,14.23433905,1,No
1256,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,13.80119541,1,No
1257,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,13.26970989,1,No
1258,radio triangulation,In house,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,XML,12.77389373,1,No
1259,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Unformatted data,14.25626666,1,No
1260,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,XML,14.10538428,1,No
1261,GPS,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Compressed XML,13.52340868,1,No
1262,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,MySQL,Push-based,Compressed XML,13.08720439,1,No
1263,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,XML,15.41906065,1,No
1264,GPS,In house,Implicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Peer-to-peer,XML,12.64016061,1,No
1265,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Unformatted data,14.85841274,1,No
1266,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.65714179,1,No
1267,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.63407437,1,No
1268,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,11.77840772,1,No
1269,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,13.07111116,1,No
1270,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,14.20139688,1,No
1271,GPS,In house,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,11.72797187,1,No
1272,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,XML,13.80971011,1,No
1273,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,MySQL,Push-based,Compressed XML,13.57827845,0.9999,No
1274,GPS,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,12.89056454,1,No
1275,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Push-based,XML,12.61116633,1,No
1276,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,13.89593814,1,No
1277,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Compressed XML,14.66290726,0.9961,No
1278,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,MySQL,Client-Server,Unformatted data,14.88432903,1,No
1279,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,XML,14.8396699,1,No
1280,GPS,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,14.97322029,1,No
1281,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,13.87261138,1,No
1282,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,15.75085223,0.9945,No
1283,GPS,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,13.66244812,1,No
1284,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,sqLite,Client-Server,Unformatted data,12.56366123,1,No
1285,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Compressed XML,14.49723583,1,No
1286,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,12.18149835,1,No
1287,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.18045349,1,No
1288,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,15.12130295,1,No
1289,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,sqLite,Client-Server,XML,13.32333506,1,No
1290,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,XML,15.01638827,1,No
1291,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Compressed XML,12.75087991,1,No
1292,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,13.70408004,1,No
1293,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,13.52011381,1,No
1294,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,13.13414264,1,No
1295,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,13.68894414,1,No
1296,radio triangulation,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.23532327,1,No
1297,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,12.94006655,1,No
1298,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Compressed XML,14.15295795,1,No
1299,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Wifi,sqLite,Push-based,Unformatted data,15.19473722,1,No
1300,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.51444562,0.9575,No
1301,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,13.76872692,1,No
1302,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,13.92748115,0.9934,No
1303,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Push-based,XML,12.44549489,1,No
1304,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,XML,14.43657927,1,No
1305,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Compressed XML,12.85362789,1,No
1306,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,13.87053495,0.897,No
1307,radio triangulation,OpenIntent,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Unformatted data,14.52679951,1,No
