Optimisation Analysis, 
Objective ,MaxExpectedUtility
Objective ,MinCost
SolutionSpace ,1024
Minimal SolutionSet ,1024
Shortlisted ,34
Nbr. Variables ,75
Nbr. Parameters ,11
Nbr. Decisions ,10
Runtime(s) ,3

ID,Order Reassignment,Forced Order Completion,Order Persistence Strategy,Order Segmentation,Hung Order Recovery,Failed Order Notification,Order Tracking,Available User Information,Order Chunking,Order Bundling,ExpectedUtility,Cost,Optimal
253,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,No Order Bundling,-64.1101486315239,4280.5550550442285,No
254,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Order Chunking,No Order Bundling,-69.5768152981905,3589.62935979072,No
255,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-88.16728076365602,3180.5811832759814,No
256,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-82.07394743032289,1309.1213771219534,No
257,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,No Order Bundling,-67.03237085374619,3980.1977389466233,No
258,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,No Order Bundling,-72.95014863152373,899.8710961384639,No
259,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-79.06728076365565,3580.426864421761,No
260,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-70.65237085374608,1785.1566544162606,No
261,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-67.2768152981905,5375.0767963231165,No
262,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-75.32681529819031,1009.0105043167947,No
263,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-93.6617252081001,209.1475053537094,No
264,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-67.29903752041257,5275.214690134682,No
265,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,No Order Bundling,-78.38237085374595,599.9179889783513,No
266,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-66.4101486315239,5265.937388144794,No
267,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-79.08505854143388,1299.9188817529866,No
268,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-77.66728076365601,4766.114077620816,No
269,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-75.12681529819065,609.1952909682263,No
270,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,Order Bundling,-83.37394743032272,1109.0186014921703,No
271,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,User notified of failed order,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-73.7390375204131,909.1483981283385,No
272,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-71.11503752041241,2494.606485852303,No
273,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-75.13237085374608,4366.066292006338,No
274,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-75.01172520810081,5374.830353030692,No
275,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,Order Bundling,-81.33394743032285,4089.654774783422,No
276,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-77.15237085374613,1385.4301187150852,No
277,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-68.07681529819044,5174.929681869642,No
278,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-82.08728076365601,1785.4779043296076,No
279,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,No Order Bundling,-70.79903752041245,4089.654774783422,No
280,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-87.68728076365579,1385.4301187150852,No
281,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-69.13237085374605,4565.966963167365,No
282,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-73.34505854143399,5465.838059305865,No
283,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-91.66172520810026,409.2946198071883,No
284,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,Order Bundling,-74.53394743032219,4489.702560397927,No
285,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-85.66172520810031,609.1952909682263,No
286,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-74.21172520809995,5574.9774674841665,No
287,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Current: no oder chunking,No Order Bundling,-65.81014863152399,4080.729190504084,No
288,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,Order Bundling,-75.33394743032285,4289.555445944459,No
289,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-86.167280763656,3380.728297729456,No
290,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-84.48505854143384,500.05588278989836,No
291,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-71.91503752041277,2294.4593713988183,No
292,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-81.64994743032287,2494.606485852303,No
293,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-79.3499474303224,2494.404381383568,No
294,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Order Chunking,Order Bundling,-84.56172520810047,608.9931864994787,No
295,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-66.03237085374614,4765.911973152114,No
296,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-90.48505854143383,300.15521162885886,No
297,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-84.08728076365595,1585.3307898761236,No
298,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-88.91728076365602,599.9179889783513,No
299,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Current: no oder chunking,No Order Bundling,-69.41014863152374,3880.8285193430424,No
300,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-81.64505854143381,5266.139492613552,No
301,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-83.12681529819086,209.1475053537094,No
302,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-77.83394743032282,5275.214690134682,No
303,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-76.94505854143377,5265.937388144794,No
304,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-94.2172807636559,0.0,No
305,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-73.42614863152382,1685.5409915202479,No
306,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-79.94505854143368,3680.637066065868,No
307,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,No Order Bundling,-76.1823708537459,400.0921244382118,No
308,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-71.0768152981905,3589.62935979072,No
309,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-71.53903752041248,1309.1213771219534,No
310,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,No Order Bundling,-77.63237085374605,3180.5811832759814,No
311,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-87.66172520810038,409.04817651474775,No
312,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-72.29903752041251,4089.654774783422,No
313,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-75.85237085374602,1785.4030977087061,No
314,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Order Chunking,No Order Bundling,-73.59681529819026,1794.724738522281,No
315,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-67.41014863152388,5066.31362807338,No
316,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-79.43394743032255,5075.269680149946,No
317,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-77.11503752041264,2294.7058146912655,No
318,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-73.55237085374604,1585.3307898761236,No
319,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-87.63172520810073,1594.5776240687971,No
320,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-65.31014863152396,5266.21429923444,No
321,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-76.56728076365569,4765.911973152114,No
322,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-78.56105854143371,2485.403990483337,No
323,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Order Chunking,No Order Bundling,-66.57681529819041,5174.929681869642,No
324,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-84.36728076365637,3780.499172254335,No
325,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-86.06172520810048,608.9931864994787,No
326,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-87.13172520810072,1794.4034886089385,No
327,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-90.21728076365584,199.94500998473464,No
328,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-63.610148631523955,5466.040163774567,No
329,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-91.63172520810075,1394.632614084067,No
330,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-81.6117252081005,3789.8208130678936,No
331,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-85.44505854143377,4666.221503635198,No
332,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,No Order Bundling,-70.7823708537463,999.7636701241272,No
333,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Order Chunking,Order Bundling,-83.16172520810022,808.8190510396215,No
334,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-80.28728076365617,2185.248778854482,No
335,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-82.48505854143376,700.2029972433755,No
336,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-71.85237085374597,1985.3481076934297,No
337,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Link to user information,Order Chunking,No Order Bundling,-63.79903752041263,5475.36180458815,No
338,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-76.11172520810038,4975.261582974534,No
339,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,Order Bundling,-78.3339474303228,4089.9760246967635,No
340,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-82.16728076365587,4566.213406459823,No
341,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Order Chunking,No Order Bundling,-73.39903752041243,4875.369008988901,No
342,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-70.31503752041299,2494.404381383568,No
343,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-73.92614863152379,2085.3562048688223,No
344,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-79.33903752041282,709.4498314360475,No
345,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-71.82614863152337,1885.4860015049878,No
346,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-80.13394743032265,5475.286997967261,No
347,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-81.9499474303226,2094.835611327448,No
348,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Order Chunking,No Order Bundling,-64.97681529819054,4189.345244300327,No
349,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-81.31728076365567,999.7636701241272,No
350,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-88.68728076365582,1585.2559832552233,No
351,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-84.87394743032269,1109.0186014921703,No
352,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-81.8117252081003,5175.1317863383665,No
353,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,Order Bundling,-76.2117252081,4389.492358753792,No
354,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-69.75237085374633,2185.248778854482,No
355,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-80.94994743032267,2294.4593713988183,No
356,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-75.07681529819031,4575.213797360061,No
357,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Order Chunking,No Order Bundling,-76.59681529819038,1794.4034886089385,No
358,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Order Chunking,No Order Bundling,-69.13237085374605,3780.297067785584,No
359,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Link to user information,Order Chunking,Order Bundling,-77.11172520810045,5174.929681869642,No
360,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Current: no order retry,Current: no notification,Current: order level,Link to user information,Order Chunking,Order Bundling,-92.16172520810024,209.1475053537094,No
361,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-67.0990375204127,5675.232007951989,No
362,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Current: no oder chunking,No Order Bundling,-71.0768152981905,3789.8208130678936,No
363,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,Order Bundling,-72.93394743032243,4689.647570382686,No
364,Allow Order Reassignment,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Current: no link to user info,Current: no oder chunking,Order Bundling,-77.56728076365569,3980.1977389466233,No
365,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Granule-level order tracking,Link to user information,Current: no oder chunking,Order Bundling,-82.63172520810072,1994.3041597699698,No
366,Current: not possible to reassign order,Current: not possible to force order completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-86.48505854143383,500.1002216135921,No
367,Current: not possible to reassign order,Allow Forced Order Completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,No Order Bundling,-72.92614863152383,1885.688105973732,No
368,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Link to user information,Current: no oder chunking,No Order Bundling,-68.89903752041249,5075.269680149946,No
369,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,Current: no notification,Current: order level,Link to user information,Order Chunking,No Order Bundling,-72.62681529819068,808.8190510396215,No
370,Allow Order Reassignment,Current: not possible to force order completion,Current: store when processed,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Link to user information,Order Chunking,No Order Bundling,-70.83903752041287,1108.9742626684824,No
371,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Current: order level,Current: no link to user info,Current: no oder chunking,No Order Bundling,-69.41014863152374,3680.637066065868,No
372,Allow Order Reassignment,Allow Forced Order Completion,Current: store when processed,Current: no order segmentation,Allow Order Retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-82.38728076365597,1985.3481076934297,No
373,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-74.84505854143394,4080.729190504084,No
374,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Current: no oder chunking,Order Bundling,-77.64505854143387,5466.084502598284,No
375,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Current: no order retry,Current: no notification,Granule-level order tracking,Current: no link to user info,Order Chunking,Order Bundling,-74.36728076365603,5165.884952145763,No
376,Allow Order Reassignment,Allow Forced Order Completion,Store as soon as received,Current: no order segmentation,Allow Order Retry,User notified of failed order,Current: order level,Current: no link to user info,Order Chunking,Order Bundling,-76.6450585414339,4280.5993938678985,No
377,Current: not possible to reassign order,Allow Forced Order Completion,Store as soon as received,Orders are segmented,Allow Order Retry,Current: no notification,Current: order level,Link to user information,Order Chunking,No Order Bundling,-65.97681529819057,3989.721484228941,No
378,Current: not possible to reassign order,Current: not possible to force order completion,Store as soon as received,Orders are segmented,Current: no order retry,User notified of failed order,Granule-level order tracking,Current: no link to user info,Order Chunking,No Order Bundling,-67.41014863152388,4866.122174796234,No
