Optimisation Analysis 
============================ 

Objective: 		MaxENB
Objective: 		MinRisk
SolutionSpace: 			6912
Evaluated: 			6912
Shortlisted: 			15
Runtime(s): 			47

ID 	Location Finding	File Sharing	Report Syncing	Chat Protocol	Map Access	Hardware Platform	Connectivity	Database	Architectural Pattern	Data Exchange Format	ENB	Risk	Optimal
1544	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	sqLite	Push-based	Compressed XML	14.584956446533146	1.0	No
1545	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Wifi	sqLite	Push-based	Unformatted data	14.427196178820775	1.0	No
1546	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	XML	14.207322152889962	1.0	No
1547	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	14.291137579913304	1.0	No
1548	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	14.133377312200974	1.0	No
1549	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	XML	14.872936392144783	1.0	No
1550	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	Compressed XML	14.956751819168119	1.0	No
1551	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	Unformatted data	14.798991551455757	1.0	No
1552	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	XML	14.416709126587264	1.0	No
1553	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Compressed XML	14.500524553610713	1.0	No
1554	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Unformatted data	14.342764285898369	1.0	No
1555	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	XML	14.072345823970783	1.0	No
1556	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.156161250994165	1.0	No
1557	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	13.998400983281693	1.0	No
1558	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	XML	14.737960063225522	1.0	No
1559	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Compressed XML	14.821775490248893	1.0	No
1560	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Unformatted data	14.664015222536504	1.0	No
1561	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	XML	14.281732797668047	1.0	No
1562	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Compressed XML	14.365548224691477	1.0	No
1563	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Unformatted data	14.207787956979077	1.0	No
1564	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	XML	14.37854032502251	1.0	No
1565	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	14.462355752045978	1.0	No
1566	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Unformatted data	14.304595484333493	1.0	No
1567	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Client-Server	XML	15.044154564277385	1.0	No
1568	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Compressed XML	15.12796999130085	1.0	No
1569	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Unformatted data	14.970209723588342	1.0	No
1570	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Push-based	XML	14.587927298719931	1.0	No
1571	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Push-based	Compressed XML	14.671742725743286	1.0	No
1572	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	MySQL	Push-based	Unformatted data	14.513982458030835	1.0	No
1573	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	XML	14.243563996103289	1.0	No
1574	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	14.3273794231267	1.0	No
1575	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Peer-to-peer	Unformatted data	14.169619155414257	1.0	No
1576	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Client-Server	XML	14.909178235358189	1.0	No
1577	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Compressed XML	14.99299366238157	1.0	No
1578	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Client-Server	Unformatted data	14.835233394669066	1.0	No
1579	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Push-based	XML	14.452950969800662	1.0	No
1580	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Push-based	Compressed XML	14.536766396824063	1.0	No
1581	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	3G on Droid	sqLite	Push-based	Unformatted data	14.379006129111668	1.0	No
1582	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	XML	14.29654536904073	1.0	No
1583	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.380360796064126	1.0	No
1584	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	14.222600528351707	1.0	No
1585	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Client-Server	XML	14.96215960829555	1.0	No
1586	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Compressed XML	15.045975035318921	1.0	No
1587	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Client-Server	Unformatted data	14.888214767606495	1.0	No
1588	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	XML	14.505932342738088	1.0	No
1589	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	Compressed XML	14.589747769761539	1.0	No
1590	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	MySQL	Push-based	Unformatted data	14.431987502049079	1.0	No
1591	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	XML	14.161569040121499	1.0	No
1592	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	Compressed XML	14.245384467144907	1.0	No
1593	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Peer-to-peer	Unformatted data	14.087624199432504	1.0	No
1594	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Client-Server	XML	14.827183279376381	1.0	No
1595	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Client-Server	Compressed XML	14.91099870639963	1.0	No
1596	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Client-Server	Unformatted data	14.753238438687195	1.0	No
1597	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Push-based	XML	14.370956013818843	1.0	No
1598	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Push-based	Compressed XML	14.454771440842189	1.0	No
1599	GPS	OpenIntent	Implicit	In house	Cache on server	Droid (Motorola)	Bluetooth	sqLite	Push-based	Unformatted data	14.29701117312984	1.0	No
1600	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	XML	14.65155714943193	1.0	No
1601	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Compressed XML	14.735372576455342	1.0	No
1602	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Peer-to-peer	Unformatted data	14.577612308742923	1.0	No
1603	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	XML	15.317171388686749	1.0	No
1604	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	Compressed XML	15.400986815710182	1.0	No
1605	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Client-Server	Unformatted data	15.243226547997724	0.9997	No
1606	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Push-based	XML	14.860944123129311	0.9999	No
1607	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Push-based	Compressed XML	14.944759550152687	1.0	No
1608	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	MySQL	Push-based	Unformatted data	14.786999282440311	0.9973	No
1609	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Peer-to-peer	XML	14.51658082051278	1.0	No
1610	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Peer-to-peer	Compressed XML	14.600396247536223	1.0	No
1611	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Peer-to-peer	Unformatted data	14.442635979823736	1.0	No
1612	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Client-Server	XML	15.18219505976756	1.0	No
1613	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Client-Server	Compressed XML	15.266010486790876	1.0	No
1614	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Client-Server	Unformatted data	15.108250219078412	1.0	No
1615	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Push-based	XML	14.725967794210103	1.0	No
1616	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Push-based	Compressed XML	14.809783221233394	1.0	No
1617	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Wifi	sqLite	Push-based	Unformatted data	14.652022953521	0.9997	No
1618	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	XML	14.43214892759033	1.0	No
1619	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	14.515964354613732	1.0	No
1620	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	14.358204086901225	1.0	No
1621	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	XML	15.09776316684509	0.9999	No
1622	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	Compressed XML	15.181578593868434	1.0	No
1623	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Client-Server	Unformatted data	15.02381832615605	0.9971	No
1624	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	XML	14.641535901287625	0.9972	No
1625	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	Compressed XML	14.72535132831095	0.9993	No
1626	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	MySQL	Push-based	Unformatted data	14.567591060598597	0.9744	No
1627	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	XML	14.297172598671072	1.0	No
1628	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.380988025694434	1.0	No
1629	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	14.223227757982071	1.0	No
1630	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	XML	14.962786837925895	1.0	No
1631	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Compressed XML	15.046602264949266	1.0	No
1632	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Client-Server	Unformatted data	14.88884199723684	0.9994	No
1633	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	XML	14.506559572368333	0.9997	No
1634	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	Compressed XML	14.590374999391809	1.0	No
1635	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Nexus I	sqLite	Push-based	Unformatted data	14.432614731679333	0.9937	No
1636	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	XML	14.603367099722885	1.0	No
1637	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	14.687182526746284	1.0	No
1638	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Peer-to-peer	Unformatted data	14.529422259033861	1.0	No
1639	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	XML	15.268981338977717	1.0	No
1640	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	Compressed XML	15.352796766001076	1.0	No
1641	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Client-Server	Unformatted data	15.195036498288633	0.9991	No
1642	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Push-based	XML	14.812754073420196	0.9994	No
1643	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Push-based	Compressed XML	14.896569500443645	1.0	No
1644	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	MySQL	Push-based	Unformatted data	14.738809232731233	0.9908	No
1645	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	XML	14.468390770803607	1.0	No
1646	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Compressed XML	14.5522061978271	1.0	No
1647	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Peer-to-peer	Unformatted data	14.39444593011458	1.0	No
1648	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	XML	15.134005010058472	1.0	No
1649	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Compressed XML	15.217820437081821	1.0	No
1650	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Client-Server	Unformatted data	15.060060169369427	0.9999	No
1651	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	XML	14.677777744500965	0.9999	No
1652	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Compressed XML	14.761593171524387	1.0	No
1653	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	3G on Droid	sqLite	Push-based	Unformatted data	14.60383290381201	0.9985	No
1654	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	XML	14.521372143741049	1.0	No
1655	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Compressed XML	14.605187570764468	1.0	No
1656	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Peer-to-peer	Unformatted data	14.44742730305201	1.0	No
1657	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	XML	15.186986382995874	1.0	No
1658	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	Compressed XML	15.270801810019337	1.0	No
1659	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Client-Server	Unformatted data	15.113041542306856	1.0	No
1660	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Push-based	XML	14.730759117438444	1.0	No
1661	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Push-based	Compressed XML	14.814574544461781	1.0	No
1662	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	MySQL	Push-based	Unformatted data	14.65681427674937	0.9998	No
1663	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	XML	14.386395814821832	1.0	No
1664	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	Compressed XML	14.470211241845199	1.0	No
1665	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Peer-to-peer	Unformatted data	14.312450974132709	1.0	No
1666	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	XML	15.052010054076606	1.0	No
1667	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	Compressed XML	15.135825481099978	1.0	No
1668	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Client-Server	Unformatted data	14.978065213387596	1.0	No
1669	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	XML	14.59578278851907	1.0	No
1670	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	Compressed XML	14.679598215542539	1.0	No
1671	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Nexus I (HTC)	Bluetooth	sqLite	Push-based	Unformatted data	14.521837947830116	1.0	No
1672	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	XML	14.855027826232577	1.0	No
1673	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Compressed XML	14.938843253256017	1.0	No
1674	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Peer-to-peer	Unformatted data	14.781082985543463	1.0	No
1675	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Client-Server	XML	15.52064206548738	1.0	No
1676	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Client-Server	Compressed XML	15.60445749251082	1.0	No
1677	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Client-Server	Unformatted data	15.446697224798324	1.0	No
1678	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	XML	15.064414799929887	0.9999	No
1679	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	Compressed XML	15.14823022695329	1.0	No
1680	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	MySQL	Push-based	Unformatted data	14.99046995924089	0.9998	No
1681	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	XML	14.720051497313378	1.0	No
1682	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	Compressed XML	14.803866924336733	1.0	No
1683	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Peer-to-peer	Unformatted data	14.646106656624296	1.0	No
1684	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Client-Server	XML	15.385665736568148	1.0	No
1685	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Client-Server	Compressed XML	15.46948116359147	1.0	No
1686	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Client-Server	Unformatted data	15.311720895879038	1.0	No
1687	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Push-based	XML	14.92943847101071	1.0	No
1688	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Push-based	Compressed XML	15.01325389803398	1.0	No
1689	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	Wifi	sqLite	Push-based	Unformatted data	14.8554936303216	1.0	No
1690	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	XML	14.635619604390921	1.0	No
1691	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Compressed XML	14.719435031414257	1.0	No
1692	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Peer-to-peer	Unformatted data	14.561674763701845	1.0	No
1693	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	XML	15.301233843645672	1.0	No
1694	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	Compressed XML	15.385049270668972	1.0	No
1695	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Client-Server	Unformatted data	15.227289002956569	0.9996	No
1696	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	XML	14.845006578088254	0.9998	No
1697	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Compressed XML	14.928822005111648	1.0	No
1698	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	MySQL	Push-based	Unformatted data	14.771061737399167	0.9957	No
1699	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	XML	14.500643275471628	1.0	No
1700	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Compressed XML	14.584458702495073	1.0	No
1701	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Peer-to-peer	Unformatted data	14.426698434782569	1.0	No
1702	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	XML	15.166257514726434	1.0	No
1703	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Compressed XML	15.250072941749842	1.0	No
1704	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Client-Server	Unformatted data	15.09231267403741	1.0	No
1705	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	XML	14.710030249168982	1.0	No
1706	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Compressed XML	14.793845676192376	1.0	No
1707	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Nexus I	sqLite	Push-based	Unformatted data	14.636085408479962	0.9989	No
1708	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	XML	14.806837776523503	1.0	No
1709	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Compressed XML	14.890653203546888	1.0	No
1710	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Peer-to-peer	Unformatted data	14.73289293583444	1.0	No
1711	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	XML	15.472452015778318	1.0	No
1712	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Compressed XML	15.55626744280163	1.0	No
1713	GPS	OpenIntent	Implicit	In house	Preloaded (ESRI)	Droid (Motorola)	3G on Droid	MySQL	Client-Server	Unformatted data	15.398507175089213	1.0	No
